TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MIL,MIL vs. ATL,01/23/2012,L,240,92,37,92,40.2,5,17,29.4,13,17,76.5,13,35,48,25,6,6,13,17,-5
ATL,ATL @ MIL,01/23/2012,W,240,97,38,83,45.8,3,11,27.3,18,21,85.7,7,38,45,19,8,3,12,18,5
DAL,DAL vs. PHX,01/23/2012,W,240,93,33,81,40.7,8,25,32.0,19,29,65.5,12,30,42,23,11,5,12,17,6
PHX,PHX @ DAL,01/23/2012,L,240,87,31,83,37.3,6,20,30.0,19,22,86.4,17,35,52,22,9,4,19,19,-6
SAC,SAC @ POR,01/23/2012,L,240,89,32,80,40.0,7,18,38.9,18,25,72.0,11,25,36,23,8,3,14,22,-12
POR,POR vs. SAC,01/23/2012,W,240,101,41,88,46.6,7,19,36.8,12,21,57.1,19,34,53,22,6,2,18,22,12
ORL,ORL @ BOS,01/23/2012,L,240,56,16,65,24.6,4,16,25.0,20,30,66.7,11,33,44,12,5,6,25,16,-31
BOS,BOS vs. ORL,01/23/2012,W,240,87,33,78,42.3,2,13,15.4,19,19,100.0,8,38,46,21,13,9,15,21,31
NJN,NJN @ CHI,01/23/2012,L,240,95,37,77,48.1,7,19,36.8,14,21,66.7,9,23,32,23,3,1,11,18,-15
CHI,CHI vs. NJN,01/23/2012,W,240,110,43,75,57.3,7,19,36.8,17,23,73.9,12,31,43,33,3,4,10,18,15
MEM,MEM @ GSW,01/23/2012,W,240,91,36,85,42.4,2,13,15.4,17,23,73.9,15,26,41,18,14,4,18,13,1
GSW,GSW vs. MEM,01/23/2012,L,240,90,38,76,50.0,9,25,36.0,5,8,62.5,8,31,39,24,11,6,24,22,-1
PHI,PHI vs. WAS,01/23/2012,W,240,103,43,83,51.8,6,16,37.5,11,20,55.0,9,37,46,30,8,3,7,19,20
WAS,WAS @ PHI,01/23/2012,L,240,83,32,74,43.2,0,7,0.0,19,27,70.4,9,29,38,15,3,5,9,17,-20
WAS,WAS vs. BOS,01/22/2012,L,240,94,37,77,48.1,2,15,13.3,18,21,85.7,6,31,37,17,8,7,17,28,-6
BOS,BOS @ WAS,01/22/2012,W,240,100,37,72,51.4,5,12,41.7,21,30,70.0,7,28,35,22,7,2,17,20,6
MIL,MIL @ MIA,01/22/2012,W,240,91,28,80,35.0,5,30,16.7,30,34,88.2,15,27,42,18,10,5,15,28,9
MIA,MIA vs. MIL,01/22/2012,L,240,82,25,67,37.3,3,12,25.0,29,35,82.9,12,30,42,9,7,2,22,25,-9
TOR,TOR @ LAC,01/22/2012,L,240,91,29,81,35.8,8,19,42.1,25,31,80.6,14,26,40,21,15,4,18,31,-12
LAC,LAC vs. TOR,01/22/2012,W,240,103,35,72,48.6,8,21,38.1,25,40,62.5,9,35,44,26,14,9,22,24,12
CHA,CHA @ NJN,01/22/2012,L,240,87,37,79,46.8,5,14,35.7,8,15,53.3,7,27,34,18,9,6,13,20,-10
NJN,NJN vs. CHA,01/22/2012,W,240,97,38,86,44.2,7,27,25.9,14,15,93.3,16,31,47,19,5,5,14,14,10
IND,IND @ LAL,01/22/2012,W,240,98,36,77,46.8,10,18,55.6,16,19,84.2,12,38,50,22,3,3,17,22,2
LAL,LAL vs. IND,01/22/2012,L,240,96,36,86,41.9,2,9,22.2,22,33,66.7,18,25,43,22,10,5,8,16,-2
SAC,SAC @ MEM,01/21/2012,L,240,95,36,87,41.4,6,19,31.6,17,22,77.3,11,27,38,20,6,3,16,19,-33
MEM,MEM vs. SAC,01/21/2012,W,240,128,50,92,54.3,8,16,50.0,20,27,74.1,11,40,51,27,11,9,11,20,33
NOH,NOH vs. DAL,01/21/2012,L,240,81,29,79,36.7,2,19,10.5,21,32,65.6,11,30,41,15,9,3,11,16,-2
DAL,DAL @ NOH,01/21/2012,W,240,83,32,79,40.5,4,26,15.4,15,20,75.0,9,40,49,17,7,7,12,25,2
ATL,ATL vs. CLE,01/21/2012,W,240,121,46,83,55.4,11,24,45.8,18,24,75.0,9,27,36,31,11,3,11,17,27
CLE,CLE @ ATL,01/21/2012,L,240,94,34,70,48.6,7,20,35.0,19,27,70.4,5,28,33,18,6,3,20,19,-27
UTA,UTA vs. MIN,01/21/2012,W,240,108,41,79,51.9,5,15,33.3,21,29,72.4,15,31,46,25,5,5,15,18,10
MIN,MIN @ UTA,01/21/2012,L,240,98,37,83,44.6,8,21,38.1,16,21,76.2,13,22,35,17,10,3,11,20,-10
PHI,PHI @ MIA,01/21/2012,L,240,92,37,83,44.6,8,15,53.3,10,15,66.7,7,24,31,18,9,5,9,17,-21
MIA,MIA vs. PHI,01/21/2012,W,240,113,44,81,54.3,7,16,43.8,18,21,85.7,12,40,52,24,5,10,11,13,21
HOU,HOU vs. SAS,01/21/2012,W,240,105,44,79,55.7,6,22,27.3,11,12,91.7,4,28,32,22,5,9,13,18,3
SAS,SAS @ HOU,01/21/2012,L,240,102,42,94,44.7,7,22,31.8,11,15,73.3,16,27,43,24,6,2,14,15,-3
POR,POR @ DET,01/21/2012,L,240,91,34,81,42.0,3,20,15.0,20,24,83.3,13,25,38,19,7,3,9,24,-3
DET,DET vs. POR,01/21/2012,W,240,94,30,67,44.8,7,15,46.7,27,32,84.4,8,26,34,13,5,8,13,21,3
OKC,OKC @ NJN,01/21/2012,W,240,84,32,77,41.6,4,17,23.5,16,24,66.7,14,41,55,13,8,10,19,16,10
NJN,NJN vs. OKC,01/21/2012,L,240,74,27,87,31.0,3,23,13.0,17,19,89.5,16,30,46,14,9,5,18,16,-10
NYK,NYK vs. DEN,01/21/2012,L,290,114,44,97,45.4,11,33,33.3,15,21,71.4,11,39,50,24,8,7,24,34,-5
DEN,DEN @ NYK,01/21/2012,W,290,119,41,98,41.8,6,24,25.0,31,43,72.1,15,43,58,29,12,4,21,20,5
CHI,CHI vs. CHA,01/21/2012,W,240,95,40,85,47.1,6,15,40.0,9,15,60.0,10,27,37,26,11,3,8,17,6
CHA,CHA @ CHI,01/21/2012,L,240,89,35,74,47.3,2,11,18.2,17,23,73.9,9,35,44,18,4,5,16,17,-6
POR,POR @ TOR,01/20/2012,W,240,94,33,82,40.2,5,15,33.3,23,31,74.2,15,40,55,19,7,3,18,19,10
TOR,TOR vs. POR,01/20/2012,L,240,84,30,82,36.6,5,15,33.3,19,25,76.0,11,29,40,21,10,8,15,23,-10
DEN,DEN @ WAS,01/20/2012,W,240,108,39,79,49.4,10,21,47.6,20,30,66.7,12,34,46,24,6,4,18,20,4
WAS,WAS vs. DEN,01/20/2012,L,240,104,40,95,42.1,11,26,42.3,13,17,76.5,8,32,40,28,11,9,11,24,-4
DET,DET vs. MEM,01/20/2012,L,240,81,29,66,43.9,4,10,40.0,19,26,73.1,13,25,38,17,8,3,25,16,-17
MEM,MEM @ DET,01/20/2012,W,240,98,39,68,57.4,5,9,55.6,15,20,75.0,3,24,27,23,14,2,16,20,17
CLE,CLE vs. CHI,01/20/2012,L,240,75,27,89,30.3,7,14,50.0,14,19,73.7,18,20,38,13,7,6,15,17,-39
CHI,CHI @ CLE,01/20/2012,W,240,114,46,83,55.4,6,9,66.7,16,17,94.1,13,41,54,27,9,16,20,23,39
LAL,LAL @ ORL,01/20/2012,L,240,80,29,76,38.2,6,20,30.0,16,22,72.7,8,34,42,19,5,3,8,18,-12
ORL,ORL vs. LAL,01/20/2012,W,240,92,32,77,41.6,12,27,44.4,16,26,61.5,15,36,51,20,7,2,13,20,12
LAC,LAC vs. MIN,01/20/2012,L,240,98,33,71,46.5,11,21,52.4,21,28,75.0,7,34,41,12,6,5,18,27,-3
MIN,MIN @ LAC,01/20/2012,W,240,101,36,81,44.4,6,15,40.0,23,33,69.7,10,29,39,21,8,3,11,22,3
BOS,BOS vs. PHX,01/20/2012,L,240,71,30,74,40.5,4,10,40.0,7,9,77.8,7,25,32,20,7,5,18,19,-8
PHX,PHX @ BOS,01/20/2012,W,240,79,31,69,44.9,5,19,26.3,12,16,75.0,8,36,44,20,10,8,23,16,8
MIL,MIL @ NYK,01/20/2012,W,240,100,39,82,47.6,8,22,36.4,14,20,70.0,12,35,47,19,11,1,19,25,14
NYK,NYK vs. MIL,01/20/2012,L,240,86,27,73,37.0,6,22,27.3,26,33,78.8,12,31,43,13,13,4,25,22,-14
SAS,SAS vs. SAC,01/20/2012,L,240,86,31,82,37.8,5,25,20.0,19,21,90.5,13,32,45,19,7,2,13,16,-2
SAC,SAC @ SAS,01/20/2012,W,240,88,36,83,43.4,5,21,23.8,11,19,57.9,13,33,46,16,9,2,14,23,2
GSW,GSW vs. IND,01/20/2012,L,240,91,37,80,46.3,10,23,43.5,7,8,87.5,7,38,45,18,3,5,18,21,-3
IND,IND @ GSW,01/20/2012,W,240,94,35,83,42.2,8,16,50.0,16,21,76.2,9,34,43,25,9,5,12,13,3
PHI,PHI vs. ATL,01/20/2012,W,240,90,35,84,41.7,4,17,23.5,16,19,84.2,15,36,51,24,9,5,12,8,14
ATL,ATL @ PHI,01/20/2012,L,240,76,32,74,43.2,5,15,33.3,7,8,87.5,3,29,32,21,8,2,16,17,-14
DAL,DAL @ UTA,01/19/2012,W,240,94,37,71,52.1,5,20,25.0,15,19,78.9,4,29,33,23,4,6,16,20,3
UTA,UTA vs. DAL,01/19/2012,L,240,91,31,80,38.8,3,12,25.0,26,29,89.7,15,29,44,16,11,2,13,19,-3
MIA,MIA vs. LAL,01/19/2012,W,240,98,38,85,44.7,9,18,50.0,13,18,72.2,15,29,44,19,8,5,13,18,11
LAL,LAL @ MIA,01/19/2012,L,240,87,34,81,42.0,6,20,30.0,13,16,81.3,12,26,38,19,7,6,14,15,-11
NOH,NOH @ HOU,01/19/2012,L,265,88,37,94,39.4,3,11,27.3,11,16,68.8,16,32,48,20,9,5,14,15,-2
HOU,HOU vs. NOH,01/19/2012,W,265,90,35,88,39.8,9,27,33.3,11,13,84.6,14,39,53,17,11,7,20,18,2
OKC,OKC @ WAS,01/18/2012,L,240,102,37,77,48.1,4,19,21.1,24,30,80.0,6,37,43,15,9,7,21,31,-3
WAS,WAS vs. OKC,01/18/2012,W,240,105,33,86,38.4,8,21,38.1,31,43,72.1,19,33,52,18,10,7,18,23,3
NOH,NOH vs. MEM,01/18/2012,L,240,87,34,70,48.6,5,12,41.7,14,16,87.5,9,25,34,23,8,6,18,19,-6
MEM,MEM @ NOH,01/18/2012,W,240,93,36,73,49.3,6,14,42.9,15,17,88.2,12,25,37,23,11,4,17,17,6
MIN,MIN vs. DET,01/18/2012,W,240,93,30,75,40.0,8,23,34.8,25,34,73.5,13,31,44,14,11,4,15,19,8
DET,DET @ MIN,01/18/2012,L,240,85,35,79,44.3,5,11,45.5,10,21,47.6,14,27,41,15,10,5,19,27,-8
IND,IND @ SAC,01/18/2012,L,240,88,34,78,43.6,1,13,7.7,19,27,70.4,18,35,53,13,7,8,19,28,-4
SAC,SAC vs. IND,01/18/2012,W,240,92,28,93,30.1,8,31,25.8,28,41,68.3,30,23,53,17,11,3,12,22,4
POR,POR @ ATL,01/18/2012,L,240,89,35,92,38.0,5,19,26.3,14,20,70.0,13,28,41,23,10,5,9,21,-3
ATL,ATL vs. POR,01/18/2012,W,240,92,33,71,46.5,5,11,45.5,21,27,77.8,5,42,47,18,4,7,14,18,3
ORL,ORL vs. SAS,01/18/2012,L,265,83,29,87,33.3,4,21,19.0,21,27,77.8,18,42,60,12,6,3,13,18,-2
SAS,SAS @ ORL,01/18/2012,W,265,85,36,84,42.9,2,17,11.8,11,18,61.1,4,37,41,18,5,5,9,22,2
LAC,LAC vs. DAL,01/18/2012,W,240,91,37,87,42.5,8,22,36.4,9,17,52.9,16,31,47,25,11,7,15,17,2
DAL,DAL @ LAC,01/18/2012,L,240,89,34,81,42.0,9,20,45.0,12,18,66.7,15,27,42,22,8,7,15,18,-2
TOR,TOR @ BOS,01/18/2012,L,240,73,26,69,37.7,4,15,26.7,17,20,85.0,6,32,38,12,4,2,16,25,-23
BOS,BOS vs. TOR,01/18/2012,W,240,96,34,71,47.9,6,16,37.5,22,32,68.8,9,36,45,21,7,5,10,20,23
GSW,GSW @ NJN,01/18/2012,L,240,100,37,72,51.4,8,16,50.0,18,27,66.7,7,19,26,23,11,8,10,21,-7
NJN,NJN vs. GSW,01/18/2012,W,240,107,37,75,49.3,11,29,37.9,22,25,88.0,16,29,45,24,2,5,18,16,7
PHX,PHX @ NYK,01/18/2012,W,240,91,36,79,45.6,7,12,58.3,12,16,75.0,3,35,38,21,9,8,15,21,3
NYK,NYK vs. PHX,01/18/2012,L,240,88,32,86,37.2,4,15,26.7,20,30,66.7,18,36,54,19,11,3,17,16,-3
DEN,DEN @ PHI,01/18/2012,W,265,108,43,89,48.3,7,18,38.9,15,22,68.2,9,41,50,24,5,3,13,22,4
PHI,PHI vs. DEN,01/18/2012,L,265,104,43,98,43.9,4,14,28.6,14,19,73.7,13,38,51,22,6,4,11,23,-4
MIL,MIL vs. DEN,01/17/2012,L,240,95,38,91,41.8,7,23,30.4,12,14,85.7,14,29,43,21,10,10,19,27,-10
DEN,DEN @ MIL,01/17/2012,W,240,105,32,75,42.7,12,25,48.0,29,37,78.4,9,33,42,27,9,5,17,15,10
LAC,LAC @ UTA,01/17/2012,L,240,79,31,85,36.5,4,20,20.0,13,21,61.9,13,32,45,17,4,5,14,21,-29
UTA,UTA vs. LAC,01/17/2012,W,240,108,39,82,47.6,3,8,37.5,27,31,87.1,9,39,48,18,10,5,8,20,29
SAS,SAS @ MIA,01/17/2012,L,240,98,38,80,47.5,10,25,40.0,12,17,70.6,11,25,36,21,7,1,17,18,-22
MIA,MIA vs. SAS,01/17/2012,W,240,120,46,79,58.2,16,26,61.5,12,19,63.2,9,24,33,24,7,1,12,19,22
DET,DET @ HOU,01/17/2012,L,240,80,34,83,41.0,4,13,30.8,8,9,88.9,14,21,35,17,10,7,20,16,-17
HOU,HOU vs. DET,01/17/2012,W,240,97,40,81,49.4,8,19,42.1,9,12,75.0,17,25,42,16,11,1,21,18,17
GSW,GSW @ CLE,01/17/2012,W,240,105,41,94,43.6,9,19,47.4,14,19,73.7,12,31,43,26,10,6,12,24,10
CLE,CLE vs. GSW,01/17/2012,L,240,95,35,82,42.7,5,15,33.3,20,28,71.4,19,35,54,16,7,6,25,16,-10
CHA,CHA @ ORL,01/17/2012,L,240,89,36,77,46.8,5,17,29.4,12,17,70.6,5,31,36,23,11,6,18,22,-7
ORL,ORL vs. CHA,01/17/2012,W,240,96,36,78,46.2,7,22,31.8,17,26,65.4,10,32,42,19,10,5,18,14,7
PHX,PHX @ CHI,01/17/2012,L,240,97,38,74,51.4,5,11,45.5,16,19,84.2,7,31,38,19,2,6,20,17,-21
CHI,CHI vs. PHX,01/17/2012,W,240,118,47,88,53.4,5,10,50.0,19,24,79.2,12,29,41,31,9,2,6,17,21
CLE,CLE @ CHA,01/16/2012,W,240,102,39,80,48.8,4,15,26.7,20,29,69.0,9,34,43,26,6,5,16,23,8
CHA,CHA vs. CLE,01/16/2012,L,240,94,38,86,44.2,4,17,23.5,14,26,53.8,12,27,39,20,11,8,12,23,-8
MEM,MEM vs. CHI,01/16/2012,W,240,102,47,87,54.0,3,10,30.0,5,9,55.6,15,31,46,23,10,4,20,19,16
CHI,CHI @ MEM,01/16/2012,L,240,86,33,78,42.3,1,12,8.3,19,25,76.0,13,21,34,12,13,7,19,14,-16
WAS,WAS vs. HOU,01/16/2012,L,240,106,39,80,48.8,3,11,27.3,25,32,78.1,13,30,43,16,7,4,15,22,-8
HOU,HOU @ WAS,01/16/2012,W,240,114,42,87,48.3,5,16,31.3,25,26,96.2,15,27,42,24,6,7,11,21,8
POR,POR @ NOH,01/16/2012,W,240,84,34,72,47.2,6,20,30.0,10,15,66.7,4,33,37,25,9,1,17,20,7
NOH,NOH vs. POR,01/16/2012,L,240,77,28,68,41.2,0,9,0.0,21,28,75.0,8,32,40,16,9,6,19,15,-7
SAC,SAC @ MIN,01/16/2012,L,240,86,35,79,44.3,4,17,23.5,12,20,60.0,9,28,37,20,8,4,17,18,-13
MIN,MIN vs. SAC,01/16/2012,W,240,99,37,80,46.3,10,26,38.5,15,19,78.9,9,29,38,24,11,8,13,20,13
ATL,ATL vs. TOR,01/16/2012,W,240,93,32,71,45.1,5,13,38.5,24,31,77.4,6,30,36,21,6,7,10,19,9
TOR,TOR @ ATL,01/16/2012,L,240,84,33,78,42.3,3,12,25.0,15,22,68.2,11,31,42,19,4,6,17,27,-9
NJN,NJN @ LAC,01/16/2012,L,240,91,33,78,42.3,8,24,33.3,17,26,65.4,9,26,35,22,7,2,10,24,-10
LAC,LAC vs. NJN,01/16/2012,W,240,101,37,80,46.3,8,21,38.1,19,35,54.3,15,31,46,26,7,8,14,21,10
BOS,BOS vs. OKC,01/16/2012,L,240,88,34,87,39.1,6,14,42.9,14,16,87.5,15,33,48,18,6,4,19,17,-9
OKC,OKC @ BOS,01/16/2012,W,240,97,36,80,45.0,7,19,36.8,18,19,94.7,9,31,40,13,12,6,13,19,9
ORL,ORL @ NYK,01/16/2012,W,240,102,36,71,50.7,17,35,48.6,13,22,59.1,6,35,41,21,3,4,17,27,9
NYK,NYK vs. ORL,01/16/2012,L,240,93,30,73,41.1,5,20,25.0,28,33,84.8,5,29,34,14,12,0,11,23,-9
DAL,DAL @ LAL,01/16/2012,L,240,70,28,80,35.0,4,26,15.4,10,16,62.5,11,38,49,16,7,5,15,15,-3
LAL,LAL vs. DAL,01/16/2012,W,240,73,29,76,38.2,1,10,10.0,14,19,73.7,6,38,44,19,9,4,11,14,3
PHI,PHI vs. MIL,01/16/2012,W,240,94,37,84,44.0,11,23,47.8,9,13,69.2,8,31,39,22,12,6,9,15,12
MIL,MIL @ PHI,01/16/2012,L,240,82,35,75,46.7,3,14,21.4,9,14,64.3,9,32,41,16,5,6,16,15,-12
UTA,UTA @ DEN,01/15/2012,W,240,106,44,85,51.8,4,12,33.3,14,20,70.0,10,32,42,27,7,6,15,30,10
DEN,DEN vs. UTA,01/15/2012,L,240,96,32,75,42.7,6,16,37.5,26,39,66.7,11,28,39,21,9,7,16,22,-10
DET,DET vs. GSW,01/15/2012,L,240,91,31,74,41.9,7,19,36.8,22,26,84.6,7,25,32,23,7,3,13,19,-8
GSW,GSW @ DET,01/15/2012,W,240,99,38,73,52.1,3,15,20.0,20,27,74.1,10,33,43,23,9,7,16,22,8
PHX,PHX @ SAS,01/15/2012,L,240,91,38,91,41.8,5,15,33.3,10,14,71.4,10,31,41,20,6,1,12,21,-11
SAS,SAS vs. PHX,01/15/2012,W,240,102,40,81,49.4,5,19,26.3,17,23,73.9,8,40,48,27,7,6,14,15,11
CHA,CHA vs. GSW,01/14/2012,W,240,112,38,76,50.0,7,13,53.8,29,38,76.3,8,29,37,21,3,2,14,25,12
GSW,GSW @ CHA,01/14/2012,L,240,100,35,84,41.7,5,20,25.0,25,32,78.1,12,29,41,18,8,5,13,31,-12
OKC,OKC vs. NYK,01/14/2012,W,240,104,34,71,47.9,7,18,38.9,29,34,85.3,7,31,38,18,12,11,21,22,12
NYK,NYK @ OKC,01/14/2012,L,240,92,34,83,41.0,5,19,26.3,19,23,82.6,15,28,43,18,12,3,22,23,-12
MEM,MEM vs. NOH,01/14/2012,W,240,108,35,78,44.9,5,10,50.0,33,41,80.5,13,27,40,16,7,5,9,19,9
NOH,NOH @ MEM,01/14/2012,L,240,99,35,75,46.7,4,10,40.0,25,31,80.6,12,31,43,19,5,8,17,30,-9
PHI,PHI @ WAS,01/14/2012,W,240,103,37,86,43.0,6,16,37.5,23,27,85.2,8,29,37,20,12,6,8,16,13
WAS,WAS vs. PHI,01/14/2012,L,240,90,38,88,43.2,3,14,21.4,11,17,64.7,17,36,53,19,2,8,18,18,-13
DAL,DAL vs. SAC,01/14/2012,W,240,99,37,81,45.7,7,16,43.8,18,25,72.0,12,47,59,19,10,6,17,16,39
SAC,SAC @ DAL,01/14/2012,L,240,60,22,86,25.6,2,21,9.5,14,18,77.8,16,34,50,10,11,3,17,21,-39
ATL,ATL vs. MIN,01/14/2012,W,240,93,32,78,41.0,7,21,33.3,22,27,81.5,14,37,51,21,8,6,20,14,2
MIN,MIN @ ATL,01/14/2012,L,240,91,38,85,44.7,4,21,19.0,11,12,91.7,10,30,40,21,12,4,15,21,-2
IND,IND vs. BOS,01/14/2012,W,240,97,35,94,37.2,5,16,31.3,22,23,95.7,20,32,52,14,12,10,15,18,14
BOS,BOS @ IND,01/14/2012,L,240,83,32,83,38.6,5,15,33.3,14,18,77.8,15,30,45,20,4,6,18,24,-14
NJN,NJN @ UTA,01/14/2012,L,240,94,32,74,43.2,9,27,33.3,21,27,77.8,8,24,32,21,9,5,17,20,-13
UTA,UTA vs. NJN,01/14/2012,W,240,107,42,81,51.9,3,8,37.5,20,26,76.9,14,34,48,27,13,4,18,26,13
POR,POR @ HOU,01/14/2012,L,265,105,37,90,41.1,9,26,34.6,22,31,71.0,17,29,46,18,10,11,13,25,-2
HOU,HOU vs. POR,01/14/2012,W,265,107,39,93,41.9,5,18,27.8,24,28,85.7,19,35,54,20,8,4,18,30,2
LAC,LAC vs. LAL,01/14/2012,W,240,102,35,85,41.2,9,21,42.9,23,30,76.7,17,33,50,17,5,1,9,22,8
LAL,LAL @ LAC,01/14/2012,L,240,94,35,77,45.5,5,12,41.7,19,25,76.0,11,31,42,24,3,2,11,26,-8
TOR,TOR @ CHI,01/14/2012,L,240,64,30,86,34.9,3,10,30.0,1,7,14.3,14,36,50,17,3,4,9,15,-13
CHI,CHI vs. TOR,01/14/2012,W,240,77,33,82,40.2,4,15,26.7,7,12,58.3,12,40,52,19,6,6,5,7,13
CHA,CHA vs. DET,01/13/2012,L,240,81,33,74,44.6,1,8,12.5,14,16,87.5,7,27,34,22,6,9,13,15,-17
DET,DET @ CHA,01/13/2012,W,240,98,40,82,48.8,7,14,50.0,11,16,68.8,13,33,46,26,7,6,13,17,17
TOR,TOR vs. IND,01/13/2012,L,240,90,33,74,44.6,4,17,23.5,20,32,62.5,11,24,35,17,4,3,17,32,-5
IND,IND @ TOR,01/13/2012,W,240,95,30,66,45.5,3,8,37.5,32,38,84.2,9,27,36,13,9,4,17,22,5
NOH,NOH vs. MIN,01/13/2012,L,240,80,34,90,37.8,4,16,25.0,8,16,50.0,19,32,51,17,10,2,13,32,-7
MIN,MIN @ NOH,01/13/2012,W,240,87,24,70,34.3,6,25,24.0,33,38,86.8,12,36,48,11,5,5,17,19,7
MIA,MIA @ DEN,01/13/2012,L,240,104,38,81,46.9,7,16,43.8,21,29,72.4,14,26,40,19,11,4,17,25,-13
DEN,DEN vs. MIA,01/13/2012,W,240,117,43,78,55.1,12,25,48.0,19,26,73.1,8,29,37,26,10,5,19,19,13
MIL,MIL @ DAL,01/13/2012,L,240,76,29,78,37.2,5,24,20.8,13,16,81.3,12,24,36,15,9,1,19,21,-26
DAL,DAL vs. MIL,01/13/2012,W,240,102,39,75,52.0,10,22,45.5,14,18,77.8,8,35,43,20,13,6,18,17,26
SAC,SAC @ HOU,01/13/2012,L,240,89,35,80,43.8,4,20,20.0,15,16,93.8,6,30,36,17,8,6,11,15,-14
HOU,HOU vs. SAC,01/13/2012,W,240,103,40,89,44.9,8,21,38.1,15,19,78.9,18,37,55,22,6,5,14,15,14
BOS,BOS vs. CHI,01/13/2012,L,240,79,31,75,41.3,6,14,42.9,11,13,84.6,8,26,34,20,6,3,9,19,-9
CHI,CHI @ BOS,01/13/2012,W,240,88,34,76,44.7,4,13,30.8,16,21,76.2,12,35,47,20,5,6,13,14,9
PHX,PHX vs. NJN,01/13/2012,L,240,103,41,79,51.9,8,22,36.4,13,16,81.3,9,26,35,26,4,1,13,18,-7
NJN,NJN @ PHX,01/13/2012,W,240,110,40,80,50.0,15,32,46.9,15,19,78.9,8,27,35,18,9,3,13,21,7
CLE,CLE @ LAL,01/13/2012,L,240,92,32,85,37.6,8,24,33.3,20,25,80.0,13,31,44,20,5,0,20,24,-5
LAL,LAL vs. CLE,01/13/2012,W,240,97,37,76,48.7,5,14,35.7,18,23,78.3,7,29,36,30,10,5,18,26,5
SAS,SAS vs. POR,01/13/2012,W,240,99,38,74,51.4,6,17,35.3,17,25,68.0,11,39,50,23,8,7,23,22,16
POR,POR @ SAS,01/13/2012,L,240,83,34,84,40.5,5,18,27.8,10,14,71.4,10,26,36,20,18,5,18,22,-16
WAS,WAS @ PHI,01/13/2012,L,240,89,36,81,44.4,4,17,23.5,13,20,65.0,9,28,37,18,8,5,19,16,-31
PHI,PHI vs. WAS,01/13/2012,W,240,120,47,85,55.3,12,18,66.7,14,19,73.7,9,30,39,27,10,2,12,15,31
NYK,NYK @ MEM,01/12/2012,L,240,83,31,83,37.3,11,26,42.3,10,11,90.9,8,33,41,19,8,3,18,23,-11
MEM,MEM vs. NYK,01/12/2012,W,240,94,34,75,45.3,6,12,50.0,20,30,66.7,8,40,48,20,9,6,16,11,11
MIL,MIL vs. DET,01/12/2012,W,240,102,37,78,47.4,11,22,50.0,17,17,100.0,13,22,35,25,9,7,15,20,9
DET,DET @ MIL,01/12/2012,L,240,93,33,74,44.6,3,5,60.0,24,24,100.0,10,25,35,18,6,3,16,21,-9
ATL,ATL vs. CHA,01/12/2012,W,240,111,42,90,46.7,6,19,31.6,21,28,75.0,20,35,55,29,8,4,9,16,30
CHA,CHA @ ATL,01/12/2012,L,240,81,33,78,42.3,1,8,12.5,14,16,87.5,4,26,30,21,3,6,12,19,-30
PHX,PHX vs. CLE,01/12/2012,L,240,90,34,75,45.3,8,21,38.1,14,20,70.0,9,30,39,23,6,10,16,21,-11
CLE,CLE @ PHX,01/12/2012,W,240,101,39,89,43.8,10,19,52.6,13,21,61.9,15,32,47,22,10,2,13,19,11
ORL,ORL @ GSW,01/12/2012,W,240,117,35,68,51.5,11,23,47.8,36,55,65.5,9,34,43,27,9,4,10,16,8
GSW,GSW vs. ORL,01/12/2012,L,240,109,43,82,52.4,10,23,43.5,13,19,68.4,6,32,38,27,7,2,14,36,-8
TOR,TOR vs. SAC,01/11/2012,L,240,91,34,80,42.5,6,20,30.0,17,21,81.0,9,35,44,20,7,4,18,28,-7
SAC,SAC @ TOR,01/11/2012,W,240,98,30,81,37.0,7,24,29.2,31,34,91.2,14,34,48,13,8,3,18,15,7
NOH,NOH vs. OKC,01/11/2012,L,240,85,36,80,45.0,1,16,6.3,12,17,70.6,14,28,42,20,4,5,15,17,-10
OKC,OKC @ NOH,01/11/2012,W,240,95,35,73,47.9,7,20,35.0,18,26,69.2,7,29,36,19,6,10,12,18,10
DEN,DEN vs. NJN,01/11/2012,W,240,123,44,74,59.5,11,18,61.1,24,30,80.0,7,30,37,37,13,7,19,16,8
NJN,NJN @ DEN,01/11/2012,L,240,115,43,83,51.8,20,35,57.1,9,12,75.0,9,20,29,31,6,7,17,21,-8
ATL,ATL @ IND,01/11/2012,L,240,84,30,80,37.5,5,13,38.5,19,27,70.4,10,35,45,14,9,3,18,16,-12
IND,IND vs. ATL,01/11/2012,W,240,96,39,85,45.9,6,14,42.9,12,16,75.0,9,34,43,25,13,10,16,21,12
UTA,UTA vs. LAL,01/11/2012,L,265,87,36,93,38.7,4,14,28.6,11,16,68.8,10,36,46,22,7,4,11,22,-3
LAL,LAL @ UTA,01/11/2012,W,265,90,35,82,42.7,4,9,44.4,16,19,84.2,8,38,46,17,5,6,17,18,3
POR,POR vs. ORL,01/11/2012,L,240,104,41,86,47.7,10,25,40.0,12,13,92.3,7,25,32,23,7,0,8,16,-3
ORL,ORL @ POR,01/11/2012,W,240,107,41,70,58.6,16,27,59.3,9,19,47.4,6,36,42,25,2,1,19,15,3
